year,game_code,a_team_code,b_team_code,a_result,b_result,a_points,b_points,a_rush,b_rush,a_offense_rush_yards,b_defense_rush_yards,a_defense_rush_yards,b_offense_rush_yards,a_offense_pass_yards,b_defense_pass_yards,a_defense_pass_yards,b_offense_pass_yards,a_pass,b_pass,a_incomplete_pass,b_incomplete_pass,a_penalty,b_penalty,a_penalty_yards,b_penalty_yards,half_diff_score,half_diff_score_abs,half_leader,hometeam,b_home,visit_date,stadium_code,stadium_name,site,city,state,capacity,surface,surfaceint,year_opened,a_team_name,a_name_conference,team_name,name_conference
2011,8043320111015,8,433,1,0,17,7,21,11,79,79,2,2,132,132,93,93,17,12,4,7,0,1,0,10,10,10,ATEAM     ,B,1,10/15/2011,76,Vaught-Hemingway Stadium                                                   ,TEAM           ,Oxford                                                                     ,MS,60580,AstroPlay                ,0,1915,Alabama                                           ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2011,8053920110910,8,539,1,0,17,3,17,15,58,58,42,42,107,107,33,33,19,17,6,12,0,0,0,0,14,14,ATEAM     ,B,1,9/10/2011,111,Beaver Stadium                                                             ,TEAM           ,University Park                                                            ,PA,107282,Grass                    ,1,1960,Alabama                                           ,Southeastern Conference                                                    ,Penn State                                        ,Big Ten Conference                                                         
2010,8064820101009,648,8,1,0,21,9,12,17,54,54,51,51,100,100,153,153,9,21,0,5,1,0,5,0,12,12,ATEAM     ,A,0,10/9/2010,113,Williams-Brice Stadium                                                     ,TEAM           ,Columbia                                                                   ,SC,80250,Grass                    ,1,1934,South Carolina                                    ,Southeastern Conference                                                    ,Alabama                                           ,Southeastern Conference                                                    
2008,8069420081025,694,8,0,1,3,13,15,12,29,29,29,29,83,83,117,117,17,17,8,7,0,3,0,25,-10,10,BTEAM     ,A,0,10/25/2008,114,Neyland Stadium                                                            ,TEAM           ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921,Tennessee                                         ,Southeastern Conference                                                    ,Alabama                                           ,Southeastern Conference                                                    
2010,8069420101023,8,694,1,0,13,7,16,11,88,88,105,105,160,160,59,59,25,17,8,11,3,1,18,15,6,6,ATEAM     ,B,1,10/23/2010,114,Neyland Stadium                                                            ,TEAM           ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921,Alabama                                           ,Southeastern Conference                                                    ,Tennessee                                         ,Southeastern Conference                                                    
2012,8069420121020,8,694,1,0,23,10,20,14,87,87,29,29,157,157,148,148,15,16,5,7,0,2,0,8,13,13,ATEAM     ,B,1,10/20/2012,114,Neyland Stadium                                                            ,TEAM           ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921,Alabama                                           ,Southeastern Conference                                                    ,Tennessee                                         ,Southeastern Conference                                                    
2013,8069720130914,8,697,1,0,28,14,12,18,84,84,71,71,242,242,153,153,18,21,5,4,3,5,25,50,14,14,ATEAM     ,B,1,9/14/2013,120,Kyle Field                                                                 ,TEAM           ,College Station                                                            ,TX,82600,Grass                    ,1,1929,Alabama                                           ,Southeastern Conference                                                    ,Texas A&M                                         ,Southeastern Conference                                                    
2009,8074220090905,8,742,1,0,16,17,23,16,138,138,9,9,166,166,73,73,18,11,11,6,0,3,0,18,-1,1,BTEAM     ,B,1,9/5/2009,38,Georgia Dome                                                               ,NEUTRAL        ,Atlanta                                                                    ,GA,71250,FieldTurf                ,0,1992,Alabama                                           ,Southeastern Conference                                                    ,Virginia Tech                                     ,Atlantic Coast Conference                                                  
2008,9012820081129,9,128,1,0,9,0,22,14,60,60,65,65,141,141,19,19,18,11,5,8,0,2,0,15,9,9,ATEAM     ,B,1,11/29/2008,146,Bright House Networks Stadium                                              ,TEAM           ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007,UAB                                               ,Conference USA                                                             ,UCF                                               ,Big East Conference/American Athletic                                      
2011,9019620110924,9,196,0,1,10,14,18,15,35,35,89,89,77,77,130,130,21,22,6,4,0,0,0,0,-4,4,BTEAM     ,B,1,9/24/2011,81,Dowdy Ficklen Stadium                                                      ,TEAM           ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963,UAB                                               ,Conference USA                                                             ,East Carolina                                     ,Conference USA                                                             
2008,9022920080906,9,229,0,1,17,28,12,16,62,62,105,105,139,139,201,201,22,22,10,9,3,3,35,20,-11,11,BTEAM     ,B,1,9/6/2008,26,Lockhart Stadium                                                           ,TEAM           ,Fort Lauderdale                                                            ,FL,20450,Grass                    ,1,1959,UAB                                               ,Conference USA                                                             ,Florida Atlantic                                  ,Conference USA                                                             
2011,9022920111126,9,229,0,1,14,17,23,19,163,163,11,11,125,125,115,115,10,15,3,5,3,1,30,5,-3,3,BTEAM     ,B,1,11/26/2011,159,FAU Stadium                                                                ,TEAM           ,Boca Raton                                                                 ,FL,30000,Grass                    ,1,2011,UAB                                               ,Conference USA                                                             ,Florida Atlantic                                  ,Conference USA                                                             
2013,9023120131012,231,9,0,1,16,21,18,20,51,51,99,99,153,153,162,162,22,17,11,4,4,1,22,2,-5,5,BTEAM     ,A,0,10/12/2013,31,FIU Stadium                                                                ,TEAM           ,Miami                                                                      ,FL,17000,AstroPlay                ,0,1995,Florida International                             ,Conference USA                                                             ,UAB                                               ,Conference USA                                                             
2012,9028820121013,288,9,1,0,16,10,25,15,112,112,-10,-10,230,230,145,145,24,19,7,9,7,3,50,45,6,6,ATEAM     ,A,0,10/13/2012,126,Robertson Stadium                                                          ,TEAM           ,Houston                                                                    ,TX,32000,Grass                    ,1,1946,Houston                                           ,Big East Conference/American Athletic                                      ,UAB                                               ,Conference USA                                                             
2009,9038820091024,9,388,0,1,7,17,19,11,79,79,-53,-53,148,148,235,235,19,29,6,10,2,7,10,50,-10,10,BTEAM     ,B,1,10/24/2009,142,Joan Edwards Stadium                                                       ,TEAM           ,Huntington                                                                 ,WV,38016,FieldTurf                ,0,1991,UAB                                               ,Conference USA                                                             ,Marshall                                          ,Conference USA                                                             
2009,9040420091114,9,404,1,0,21,7,18,13,30,30,8,8,219,219,41,41,15,19,4,7,4,0,20,0,14,14,ATEAM     ,B,1,11/14/2009,115,Liberty Bowl                                                               ,TEAM           ,Memphis                                                                    ,TN,62380,FieldTurf                ,0,1965,UAB                                               ,Conference USA                                                             ,Memphis                                           ,Big East Conference/American Athletic                                      
2011,9040420111112,9,404,1,0,10,21,16,19,128,128,95,95,68,68,143,143,15,16,7,3,2,3,20,10,-11,11,BTEAM     ,B,1,11/12/2011,115,Liberty Bowl                                                               ,TEAM           ,Memphis                                                                    ,TN,62380,FieldTurf                ,0,1965,UAB                                               ,Conference USA                                                             ,Memphis                                           ,Big East Conference/American Athletic                                      
2010,9043020101023,430,9,1,0,10,10,19,20,81,81,73,73,29,29,144,144,10,27,6,13,2,7,12,35,0,0,TIED      ,A,0,10/23/2010,77,Davis Wade Stadium at Scott Field                                          ,TEAM           ,Starkville                                                                 ,MS,55082,Grass                    ,1,1914,Mississippi State                                 ,Southeastern Conference                                                    ,UAB                                               ,Conference USA                                                             
2012,9051820120922,518,9,1,0,21,12,20,17,127,127,28,28,88,88,145,145,11,20,4,7,1,2,5,10,9,9,ATEAM     ,A,0,9/22/2012,99,Ohio Stadium                                                               ,TEAM           ,Columbus                                                                   ,OH,102329,FieldTurf                ,0,1922,Ohio State                                        ,Big Ten Conference                                                         ,UAB                                               ,Conference USA                                                             
2010,9057420101127,9,574,0,1,14,14,11,24,36,36,111,111,138,138,85,85,19,16,9,8,2,3,20,29,0,0,TIED      ,B,1,11/27/2010,127,Rice Stadium                                                               ,TEAM           ,Houston                                                                    ,TX,70000,FieldTurf                ,0,1950,UAB                                               ,Conference USA                                                             ,Rice                                              ,Conference USA                                                             
2008,9064820080927,648,9,1,0,20,6,22,12,36,36,28,28,119,119,57,57,18,14,7,8,7,1,55,4,14,14,ATEAM     ,A,0,9/27/2008,113,Williams-Brice Stadium                                                     ,TEAM           ,Columbia                                                                   ,SC,80250,Grass                    ,1,1934,South Carolina                                    ,Southeastern Conference                                                    ,UAB                                               ,Conference USA                                                             
2010,9066320100911,9,663,0,1,7,14,16,19,79,79,108,108,17,17,175,175,8,19,5,7,2,1,15,5,-7,7,BTEAM     ,B,1,9/11/2010,122,Gerald Ford Stadium                                                        ,TEAM           ,Dallas                                                                     ,TX,32000,A-Turf                   ,0,2000,UAB                                               ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2010,9066420101030,664,9,1,0,6,14,14,24,81,81,125,125,57,57,126,126,23,21,10,6,1,0,5,0,-8,8,BTEAM     ,A,0,10/30/2010,75,Roberts Stadium                                                            ,TEAM           ,Hattiesburg                                                                ,MS,33000,Sportexe Momentum        ,0,1976,Southern Mississippi                              ,Conference USA                                                             ,UAB                                               ,Conference USA                                                             
2008,9069420080913,694,9,1,0,14,0,12,17,6,6,-25,-25,211,211,12,12,18,19,6,8,4,3,30,25,14,14,ATEAM     ,A,0,9/13/2008,114,Neyland Stadium                                                            ,TEAM           ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921,Tennessee                                         ,Southeastern Conference                                                    ,UAB                                               ,Conference USA                                                             
2009,9070420091031,9,704,1,0,28,16,12,22,130,130,99,99,91,91,201,201,9,29,4,11,3,3,12,35,12,12,ATEAM     ,B,1,10/31/2009,124,Sun Bowl                                                                   ,TEAM           ,El Paso                                                                    ,TX,50426,AstroPlay                ,0,1963,UAB                                               ,Conference USA                                                             ,UTEP                                              ,Conference USA                                                             
2009,9071620090919,9,716,0,1,0,10,14,17,60,60,73,73,26,26,171,171,15,17,6,4,9,3,74,20,-10,10,BTEAM     ,B,1,9/19/2009,4,Movie Gallery Veterans Stadium                                             ,TEAM           ,Troy                                                                       ,AL,30000,AstroPlay                ,0,1950,UAB                                               ,Conference USA                                                             ,Troy                                              ,Sun Belt Conference                                                        
2011,9071620111001,716,9,1,0,14,13,14,24,65,65,67,67,133,133,84,84,24,18,9,7,1,2,5,10,1,1,ATEAM     ,A,0,10/1/2011,4,Movie Gallery Veterans Stadium                                             ,TEAM           ,Troy                                                                       ,AL,30000,AstroPlay                ,0,1950,Troy                                              ,Sun Belt Conference                                                        ,UAB                                               ,Conference USA                                                             
2008,9071820081115,9,718,1,0,17,14,20,14,153,153,55,55,90,90,104,104,13,13,4,5,2,3,7,14,3,3,ATEAM     ,B,1,11/15/2008,58,Louisiana Superdome                                                        ,TEAM           ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975,UAB                                               ,Conference USA                                                             ,Tulane                                            ,Conference USA                                                             
2012,9071820121027,718,9,1,0,31,17,14,17,48,48,48,48,200,200,204,204,20,29,2,14,1,4,10,14,14,14,ATEAM     ,A,0,10/27/2012,58,Louisiana Superdome                                                        ,TEAM           ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975,Tulane                                            ,Conference USA                                                             ,UAB                                               ,Conference USA                                                             
2011,9071920111015,719,9,1,0,24,17,20,14,52,52,35,35,221,221,215,215,24,22,5,11,5,2,37,20,7,7,ATEAM     ,A,0,10/15/2011,105,Skelly Stadium                                                             ,TEAM           ,Tulsa                                                                      ,OK,40385,FieldTurf                ,0,1930,Tulsa                                             ,Conference USA                                                             ,UAB                                               ,Conference USA                                                             
2012,27019620120901,27,196,0,1,7,14,16,15,90,90,73,73,196,196,57,57,21,23,7,9,2,5,10,35,-7,7,BTEAM     ,B,1,9/1/2012,81,Dowdy Ficklen Stadium                                                      ,TEAM           ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963,Appalachian State                                 ,Southern                                                                   ,East Carolina                                     ,Conference USA                                                             
2013,27025720131109,257,27,1,0,14,6,14,13,52,52,39,39,145,145,156,156,18,24,5,9,6,5,30,32,8,8,ATEAM     ,A,0,11/9/2013,36,Sanford Stadium                                                            ,TEAM           ,Athens                                                                     ,GA,92746,Grass                    ,1,1929,Georgia                                           ,Southeastern Conference                                                    ,Appalachian State                                 ,Southern                                                                   
2008,28002920081206,28,29,0,1,10,7,14,19,35,35,108,108,29,29,88,88,12,22,5,8,3,4,24,21,3,3,ATEAM     ,B,1,12/6/2008,11,Arizona Stadium                                                            ,TEAM           ,Tucson                                                                     ,AZ,57400,Grass                    ,1,1929,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,Arizona                                           ,Pac-12/Pac-10 Conference                                                   
2010,28002920101202,28,29,1,0,6,0,18,16,47,47,30,30,89,89,53,53,23,18,16,10,3,3,21,15,6,6,ATEAM     ,B,1,12/2/2010,11,Arizona Stadium                                                            ,TEAM           ,Tucson                                                                     ,AZ,57400,Grass                    ,1,1929,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,Arizona                                           ,Pac-12/Pac-10 Conference                                                   
2012,28002920121123,28,29,1,0,14,6,27,24,143,143,140,140,72,72,54,54,15,18,4,9,0,5,0,56,8,8,ATEAM     ,B,1,11/23/2012,11,Arizona Stadium                                                            ,TEAM           ,Tucson                                                                     ,AZ,57400,Grass                    ,1,1929,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,Arizona                                           ,Pac-12/Pac-10 Conference                                                   
2008,28010720081004,28,107,0,1,7,17,15,16,47,47,53,53,92,92,142,142,14,22,5,7,1,5,10,35,-10,10,BTEAM     ,B,1,10/4/2008,12,Memorial Stadium                                                           ,TEAM           ,Berkeley                                                                   ,CA,63000,Sportexe Momentum        ,0,1923,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,California                                        ,Pac-12/Pac-10 Conference                                                   
2012,28010720120929,107,28,0,1,7,17,19,24,90,90,63,63,63,63,130,130,8,25,5,11,0,2,0,15,-10,10,BTEAM     ,A,0,9/29/2012,12,Memorial Stadium                                                           ,TEAM           ,Berkeley                                                                   ,CA,63000,Sportexe Momentum        ,0,1923,California                                        ,Pac-12/Pac-10 Conference                                                   ,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   
